JL	Control_1	Control_2	Control_3
ENST00000639913	0	0	0	0
ENST00000639205	0	0	0	0
ENST00000639486	0	36.828	0	0
ENST00000639498	0	0	0	0
ENST00000640523	0	0	0	0
ENST00000372443	26.049	134.087	67.843	64.407
ENST00000638223	0	0	0	0
ENST00000639344	0	0	0	0
ENST00000638848	0	0	0	0
ENST00000639090	0	0	0	0
ENST00000639489	0	0	0	0
ENST00000639069	0	0	0	0
ENST00000639657	0	0	1.236	1.185
ENST00000372408	0	0	0	0
ENST00000639995	0	0	0	0
ENST00000639483	0	0	0	0
ENST00000639691	0	0	0	0
ENST00000638512	2.037	0	0	1.158
ENST00000372421	0	0	0	0
ENST00000640570	2.603	0	0	0
ENST00000372437	0	0	0	0
ENST00000638895	0	0	0	0
ENST00000457953	0	0	0	0
ENST00000404771	0	0	0	0
ENST00000638351	0	0	0	0
ENST00000372440	0	0	0	0
ENST00000638306	0	0	0	0
ENST00000640182	0	0	0	0
ENST00000638606	0	0	0	0
ENST00000639591	0	0	0	0
ENST00000640605	0	0	0	0
ENST00000638203	0	0	0	0
ENST00000639968	0	0	0	0
ENST00000372403	0	0	0	0
ENST00000640626	0	0	0	0
ENST00000639851	0	8.564	0	4.853
ENST00000468471	0	0	3.109	0
ENST00000640934	0	0	0	0
ENST00000640029	0	0	0	0
ENST00000404857	0	0	0	0
ENST00000640093	0	0	0	0
ENST00000638252	0	0	0	0
ENST00000639544	0	0	0	0
ENST00000640807	0	18.744	0	0
ENST00000434208	0	2.817	3.024	16.126
ENST00000286627	1592.559	10019.531	4148.434	3864.417
ENST00000286628	0	58.513	49.78	73.792
ENST00000638283	0	0	0	0
ENST00000639730	0	0	0	0
ENST00000639370	0	0	0	0
ENST00000639716	553.902	1528.384	961.885	489.12
ENST00000640141	0	0	0	0
ENST00000638754	0	3.704	0	12.903
ENST00000638632	0	1.449	3.372	0
ENST00000640969	172.008	1166.037	490.579	619.076
ENST00000638751	0	0	0	0
ENST00000639406	0	0	0	0
ENST00000639823	0	0	0	0
ENST00000640834	0	0	0	0
ENST00000626620	11.835	52.17	25.067	82.737
ENST00000638759	0	0	0	0
ENST00000638575	0	0	0	0
ENST00000638999	0	1.99	0	0
ENST00000638514	0	240.158	64.436	184.397
ENST00000640353	0	0	0	0
ENST00000640773	0	0	0	0
ENST00000639321	0	6.611	9.816	14.111
ENST00000638370	20.182	26.865	9.502	19.237
ENST00000638361	0	0	0	0
ENST00000484507	0	0	0	0
ENST00000637862	0	0	8.459	0
ENST00000475352	0	5.005	0	0
ENST00000450795	3.504	13.325	1.512	11.359
ENST00000638249	0	0	0	0
ENST00000640386	0	0	0	2.518
ENST00000640632	0	4.288	0	0
ENST00000428546	3.868	31.103	15.278	19.187
ENST00000638506	0	13.808	0	7.49
ENST00000639120	4.623	67.606	42.556	75.668
ENST00000484343	0	0	0	0
ENST00000638531	0	0	0	0
ENST00000640311	0	0	0	0
ENST00000640824	0	0	0	0
ENST00000639282	0	7.751	0	0
ENST00000639204	0	0	9	5
ENST00000480683	56.748	412.032	140.016	359.403
ENST00000618048	17.138	51.809	63.153	40.919
ENST00000481070	20.079	380.435	99.62	265.032
ENST00000406533	0	0	0	0
ENST00000354353	0	0	0	0
ENST00000228347	682.75	1854.058	1248.765	1291.183
ENST00000539066	165.45	227.374	28.077	61.817
ENST00000549569	0	0	9.226	0
ENST00000549195	0	0	0	1
ENST00000376221	3	0	2	0
ENST00000262013	5487.702	8487.913	6332.825	6876.767
ENST00000509724	3.101	3.212	0	2.752
ENST00000510283	3529.472	5314.033	3946.76	4326.727
ENST00000505279	0	0	0	0
ENST00000357122	0	2863.815	0	2694.259
ENST00000506500	98.553	106.219	135.497	185.621
ENST00000513746	3.123	1.558	0	0
ENST00000511312	265.961	329.094	231.419	276.901
ENST00000513906	27.303	54.546	53.833	53.122
ENST00000514613	92.158	474.362	13.115	26.124
ENST00000505173	0	0	0	0
ENST00000514205	3.091	0	0	0
ENST00000506483	17.205	11.936	15.135	20.037
ENST00000513827	15.252	9.516	0	15.535
ENST00000515685	1.294	0	0	0
ENST00000513547	0	0	0	0
ENST00000511795	0	0	0	0
ENST00000576492	0	0	0	0
ENST00000510855	0	0	1.042	0
ENST00000511987	4.053	0	0	0
ENST00000502329	0	0	0	0
ENST00000618113	2448.258	0	3001.077	0
ENST00000620146	0	0	0	0
ENST00000359318	0	0	0	0
ENST00000652762	45.29	188.597	150.574	98.655
ENST00000361084	0	0	0	0
ENST00000463614	0	0	0	0
ENST00000487325	0	0	0	0
ENST00000473336	0	0	0	0
ENST00000497968	0	0	0	0
ENST00000614859	4	0	0	0
ENST00000474179	0	0	0	0
ENST00000376210	0	0	0	0
ENST00000324068	57	1	0	0
ENST00000372759	8462.481	9981.703	9551.239	7310.98
ENST00000479131	13.017	21.023	3.391	25.23
ENST00000472583	0	0	12.136	0
ENST00000474142	2.382	2.206	1.122	2.413
ENST00000645295	3.659	10.764	6.123	12.213
ENST00000372264	171.382	445.087	526.883	556.224
ENST00000372261	6.959	26.149	0	30.921
ENST00000422330	0	0	0	0
ENST00000427741	0	0	0	0
ENST00000455083	0	0	0	0
ENST00000418658	0	0	0	0
ENST00000490876	0	0	0	0
ENST00000397461	0	0	0	0
ENST00000438282	0	0	0	0
ENST00000430505	0	0	0	0
ENST00000434053	0	0	0	0
ENST00000480113	0	0	0	0
ENST00000473058	0	0	0	0
ENST00000473173	0	0	0	0
ENST00000397459	0	0	0	0
ENST00000473845	0	0	0	0
ENST00000475817	0	0	0	0
ENST00000484686	0	0	0	0
ENST00000427331	13	0	0	0
ENST00000357726	0	0	6	0
ENST00000219406	0	8.279	17.791	15.4
ENST00000467212	0	0	0	0
ENST00000404312	0	0	0	0
ENST00000456379	0	0	0	0
ENST00000482665	0	1.721	7.209	16.6
ENST00000462950	0	0	0	0
ENST00000435833	0	0	0	0
ENST00000395135	238.988	222.739	333.597	195.736
ENST00000395132	0	0	0	0
ENST00000268059	238.843	578.323	452.683	406.76
ENST00000354026	598.741	1092.87	323.219	459.966
ENST00000268058	1486.669	1594.787	1097.632	878.54
ENST00000565898	415.276	234.703	524.861	105.613
ENST00000569477	127.515	127.927	66.344	84.839
ENST00000569965	9.091	12.514	14.53	32.814
ENST00000567543	0	0	0	0
ENST00000436891	0	300.788	227.044	60.716
ENST00000435786	221.776	656.618	434.785	501.397
ENST00000564428	0	0	0	0
ENST00000359928	0	13.669	0	14.857
ENST00000563500	45.006	20.762	94.164	47.071
ENST00000564725	254.473	414.984	312.084	335.231
ENST00000569161	0	0	0	0
ENST00000565239	0	0	0	0
ENST00000567606	46.402	0	0	0
ENST00000566068	72.252	64.188	45.196	16.821
ENST00000562086	85.486	200.173	99.813	118.073
ENST00000570213	5.139	0	1.035	9
ENST00000565317	0	1.161	4.016	0
ENST00000391356	0	0	0	0
ENST00000332296	0	0	7	0
ENST00000400814	0	0	0	1
ENST00000328405	0	0	0	0
ENST00000452398	0	0	0	0
ENST00000475063	0	0	0	0
ENST00000429644	13159.049	14861.328	9023.318	11890.741
ENST00000489715	1099.6	0	1624.208	0
ENST00000484687	24.597	68.802	28.381	68.674
ENST00000498468	5.786	10.568	0	4.276
ENST00000486920	0	0	0	0
ENST00000477426	12.001	4	9.005	4
ENST00000521334	2.528	1.15	0	0
ENST00000522837	0	0	0	0
ENST00000518871	0	0	0	0
ENST00000521081	10.157	0	0	0
ENST00000520328	257.063	68.672	73.594	0
ENST00000256324	1139.382	925.252	630.597	496.505
ENST00000524232	34.737	15.55	4.149	12.984
ENST00000522170	1.317	0	0	0
ENST00000519950	0	0	0	0
ENST00000523879	0	0	0	0
ENST00000521077	0	0	0	93.974
ENST00000518665	8.769	42.165	0	13.938
ENST00000519994	0	0	0	0
ENST00000523837	0	22.785	0	0
ENST00000518868	11.815	8.934	10.142	0
ENST00000518649	76.712	57.535	32.973	25.36
ENST00000519019	0	27.383	0	18.466
ENST00000523816	256.939	0	91.655	0
ENST00000517518	38.107	61.895	34.051	4.855
ENST00000428926	531.274	0	15.895	45.27
ENST00000517362	0	0	0	0
ENST00000523894	63.419	24.163	18.121	1.28
ENST00000522322	0	0	0	0
ENST00000523771	0	3.71	0	0
ENST00000521064	5.459	0	0	0
ENST00000517877	0	1.074	0	3.419
ENST00000523461	138.728	89.572	83.301	52.904
ENST00000517306	6.893	14.605	2.197	12.479
ENST00000520130	0	0	2	0
ENST00000557303	39.713	32.831	33.168	43.012
ENST00000522816	12.01	9.331	4.605	1.466
ENST00000523576	27	15.392	17.491	18.106
ENST00000525393	0	0	0	0
ENST00000412671	0	0	0	0
ENST00000298858	0	0	5.077	0
ENST00000532414	318.939	127	69	140
ENST00000442784	1.061	1	0	0
ENST00000332303	40.335	11.268	18.583	30.69
ENST00000619922	0	0	0	0
ENST00000381750	433.717	408.986	311.387	290.001
ENST00000381732	0	0	0	0
ENST00000442869	6.039	0	18.548	0
ENST00000473230	0	0	0	1
ENST00000381730	0	0	0	0
ENST00000381728	0	0	0	0
ENST00000441844	0	0	0	0
ENST00000445485	3.244	1.033	1.065	0
ENST00000448872	0	0	0	0
ENST00000407422	164.398	239.565	54.648	50.601
ENST00000644036	1.237	1.223	5.509	1.234
ENST00000344921	18.047	33.712	6.945	0
ENST00000646421	7.343	34.124	16.711	11.116
ENST00000491967	0	0	0	0
ENST00000647057	0	10.659	0	0
ENST00000644619	7.793	0	0	0
ENST00000263121	0	0	0	0
ENST00000407082	0	0	0	0
ENST00000417137	0	22.205	0	0
ENST00000646723	6.684	25.959	58.617	40.108
ENST00000643421	0	14.382	8.104	11.089
ENST00000646911	14.726	32.798	10.644	20.028
ENST00000644462	0	0	0	10.414
ENST00000634926	0	0	0	0
ENST00000635578	0	0	0	0
ENST00000642727	0	0	0	0
ENST00000644467	16.465	8.262	19.274	6.771
ENST00000642275	0	0	0	0
ENST00000477836	0	0	5.512	4.492
ENST00000645799	2.188	2.146	7.898	10.104
ENST00000261275	0	0	0	0
ENST00000560021	4	0	0	0
ENST00000560082	0	0	0	0
ENST00000560050	0	0	0	0
ENST00000382071	0	0	0	0
ENST00000332018	1	1.128	0	1
ENST00000314358	3072.082	5472.33	3418.096	3873.353
ENST00000510866	257.895	15.776	8.483	12.292
ENST00000512928	0	0	5.693	0
ENST00000507996	0	0	0	0
ENST00000504095	0	0	0	0
ENST00000508386	0	0	0	0
ENST00000505756	13.682	24.874	20.194	35.662
ENST00000509468	14.028	17.41	11.649	20.266
ENST00000542866	1297.463	1358.216	1314.112	798.329
ENST00000317869	0	0	0	0
ENST00000325870	16	1	8	0
ENST00000491446	0	0	0	0
ENST00000441616	0	0	0	0
ENST00000437508	0	0	8.301	17.457
ENST00000496978	21	22	63	20
ENST00000479711	3.069	0	3.694	1.137
ENST00000494872	0	1.505	0	0
ENST00000338700	5510.655	6866.082	7416.603	3245.864
ENST00000632856	45.644	98.907	90.992	68.528
ENST00000502281	0	1.086	0	1.062
ENST00000482578	2.477	9.018	23.174	1.189
ENST00000433687	0	0	0	0
ENST00000460908	1.013	2	11.233	2.011
ENST00000455895	3950.522	6392.125	5736.674	4776.842
ENST00000444377	21.311	52.304	139.223	22.222
ENST00000341071	159.351	274.11	370.298	253.762
ENST00000526031	0	0	0	0
ENST00000419121	27.866	0	20.424	40.334
ENST00000446293	224.489	64.593	263.231	275.826
ENST00000463967	0	0	0	0
ENST00000373520	23.066	78.618	84.639	49.852
ENST00000527513	0	6.291	0	0
ENST00000527163	0	0	0	0
ENST00000530485	2.033	18.958	5.998	1.628
ENST00000474414	8.445	3.726	7.736	0
ENST00000530876	23.293	27.928	45.372	10.145
ENST00000530753	0	2.139	0	2.154
ENST00000533084	1.022	2.036	5.196	8.215
ENST00000531222	0	0	0	0
ENST00000424834	107.059	0	0	90.498
ENST00000466831	0	5.163	13.382	0
ENST00000382095	1615.406	975.865	265.633	0
ENST00000474317	0	0	0	0
ENST00000434675	0	0	0	0
ENST00000494772	1	4	0	1
ENST00000399949	0	12.489	0	22.249
ENST00000409126	0	0	18.032	0
ENST00000454083	0	0	0	0
ENST00000488060	0	0	1	0
ENST00000382108	1788.315	915.209	270.481	363.402
ENST00000343003	424.948	0	331.212	297.411
ENST00000240189	0	0	3	0
ENST00000425639	0	0	0	0
ENST00000400404	0	0	0	0
ENST00000620245	0	0	0	0
ENST00000307149	1155.38	1705.078	1116.4	1228.282
ENST00000566364	4.14	0	9.02	0
ENST00000561854	3.688	6.648	20.854	13.017
ENST00000569635	3	6	11	16
ENST00000563164	7.815	19.077	17.229	28.442
ENST00000567821	7.295	9.197	47.496	34.201
ENST00000562505	0	0	0	0
ENST00000484437	0	0	0	0
ENST00000296121	3067.061	5020.084	3357.306	2731.396
ENST00000319211	9928.794	8278.963	2873.593	18885.82
ENST00000505600	0	1.014	1	15.137
ENST00000330881	0	0	0	0
ENST00000616979	0	0	0	0
ENST00000631950	0	0	0	0
ENST00000525350	0	0	6	1
ENST00000533903	2	5	0	0
ENST00000533925	0	10.496	2.61	1.351
ENST00000432999	477.776	762.996	457.093	529.208
ENST00000413761	1979.778	2994.927	1909.021	1639.56
ENST00000526020	31.679	34.264	29.883	23.295
ENST00000526852	1.836	0	0	1.664
ENST00000534690	33.625	54.02	32.463	40.503
ENST00000528289	1.66	4.912	4.326	0
ENST00000530570	12.949	32.74	33.934	32.769
ENST00000261596	4461.373	4846.453	4099.144	5674.993
ENST00000584294	124.791	200.073	74.63	149.486
ENST00000584915	1.109	0	1.227	1.159
ENST00000581568	0	0	0	0
ENST00000430474	0	0	0	0
ENST00000479685	0	0	0	0
ENST00000342752	0	0	0	0
ENST00000414417	0	0	0	0
ENST00000615409	0	0	0	0
ENST00000392650	10	8.296	409.979	2
ENST00000424778	0	10.231	52.271	1
ENST00000410094	0	0	0	0
ENST00000479356	0	2.472	16.75	1
ENST00000585283	0	0	0	0
ENST00000383525	0	0	0	0
ENST00000439884	0	0	0	0
ENST00000383521	0	0	0	0
ENST00000400671	0	0	0	0
ENST00000444952	0	0	0	0
ENST00000400669	0	0	0	0
ENST00000412760	0	0	0	0
ENST00000448816	0	0	0	0
ENST00000421858	0	0	0	0
ENST00000479627	0	0	0	0
ENST00000494392	0	0	0	0
ENST00000550849	0	0	0	0
ENST00000274364	0	0	4	0
ENST00000514350	0	0	0	0
ENST00000505766	0	0	0	0
ENST00000504815	0	0	0	0
ENST00000514001	0	0	0	0
ENST00000396234	0	0	0	0
ENST00000509074	0	0	0	0
ENST00000502745	0	0	0	0
ENST00000504254	0	0	0	0
ENST00000513534	0	0	0	0
ENST00000515505	0	0	0	0
ENST00000514579	0	0	0	0
ENST00000512383	0	0	0	0
ENST00000504558	0	0	0	0
ENST00000504477	0	0	0	19.199
ENST00000509741	0	0	0	0
ENST00000512256	0	0	0	0
ENST00000508410	0	1	0	1.502
ENST00000379730	17	10	0	1.299
ENST00000235347	0	0	0	2
ENST00000376189	0	0	0	0.5
ENST00000415464	0	0	0	0.5
ENST00000352131	42.091	198.855	50.238	95.25
ENST00000055077	572.711	2557.626	764.686	1275.968
ENST00000485545	2.056	3.709	0	2.293
ENST00000497430	0	1.791	0	15.495
ENST00000470266	1.84	0	0	0
ENST00000494019	0	20.169	7.47	2.104
ENST00000480432	0	315.657	0	0
ENST00000479105	0	4.05	0	7.934
ENST00000491206	0	106.556	0	3.057
ENST00000493156	0	0	0	0
ENST00000463194	0	22.386	7.861	10.855
ENST00000473493	2.069	3	0	0
ENST00000621097	90.232	59.523	34.744	61.811
ENST00000235349	0	0	0	0
ENST00000648864	0	0	0	0
ENST00000649569	0	0	0	0
ENST00000488912	0	0	0	0
ENST00000244728	1486.937	0	0	78.83
ENST00000370819	0	9.289	30.127	0
ENST00000467045	0	0	0	4.17
ENST00000482933	2.291	0	4.302	0
ENST00000467216	0	0	2.571	0
ENST00000461489	2.054	0	0	1
ENST00000484987	0	0	0	0
ENST00000469682	0	0	0	1
ENST00000456983	0.927	0	0	1
ENST00000370817	3.24	0	0	0
ENST00000535941	36.314	20.711	0	0
ENST00000411574	0	0	0	0
ENST00000368324	4549.456	4810.134	3877.106	3706.707
ENST00000421519	0	0	1.5	0
ENST00000569576	0	0	0	0
ENST00000419665	0	0	0	1.308
ENST00000330498	0	0	0	0
ENST00000562006	0	0	0	0
ENST00000565446	0	0	0	0
ENST00000568188	82.901	0	87.431	38.174
ENST00000568891	0	0	0	0
ENST00000567051	0	0	0	0
ENST00000564197	12.167	1	6.618	13.535
ENST00000288670	5028.321	2263.726	1862.879	3905.424
ENST00000492942	2.048	0	3.015	9.501
ENST00000475377	774.884	143.333	401.125	361.628
ENST00000497192	6.262	0	0	1.175
ENST00000267814	880.986	1338.3	902.061	1072.421
ENST00000558789	25.293	42.197	36.994	54.111
ENST00000559230	0	3.896	0	0
ENST00000558580	261.456	202.212	214.287	319.074
ENST00000560488	0	1.441	0	6.208
ENST00000559562	0	0	0	0
ENST00000558574	0	0	0	0
ENST00000286190	13.108	22.784	5.389	9.032
ENST00000415745	0	0	0	2.46
ENST00000494171	0	0	0	0
ENST00000392257	0	2.892	0	0
ENST00000439709	22.779	51.307	38.611	0
ENST00000494223	0	1	0	4.015
ENST00000425488	0	0	0	0
ENST00000448967	1.113	3.02	0	0
ENST00000418364	0	0	0	0
ENST00000405148	0	0	0	12.493
ENST00000456150	8	0	16.863	5
ENST00000383738	0	0	1.137	0
ENST00000264723	0	0	0	0
ENST00000465441	0	0	0	0
ENST00000610462	0	3	0	0
ENST00000633176	71.487	69.902	99.088	90.89
ENST00000622136	91.772	39.191	54.679	11.583
ENST00000632939	0	0	45.006	0
ENST00000631766	0	0	0	0
ENST00000377726	0	0	0	0
ENST00000381070	1665.644	2482.453	1501.173	1575.436
ENST00000508024	19.555	26.086	9.38	40.234
ENST00000485990	0	143.587	0	0
ENST00000506168	0	0	0	0
ENST00000545000	0	0	0	0
ENST00000398472	0	0	0	0
ENST00000620667	0	0	0	0
ENST00000366510	5088.938	6339.239	5215.098	4675.025
ENST00000226105	562.754	563.526	544.588	396.687
ENST00000407006	348.45	268.055	400.29	354.211
ENST00000580434	19.301	26.811	44.637	27.171
ENST00000439238	81.728	68.216	85.592	69.293
ENST00000578849	16.241	8.016	16.892	5.66
ENST00000580777	0	0	0	0
ENST00000615799	0	0	0	0
ENST00000612969	0	0	0	0
ENST00000618218	0	0	0	0
ENST00000617841	0	0	0	0
ENST00000614417	0	0	0	0
ENST00000621793	0	0	0	0
ENST00000615866	0	0	0	0
ENST00000614717	0	2	0	0
ENST00000622356	0	0	0	0
ENST00000613422	0	0	0	0
ENST00000614563	0	0	0	0
ENST00000620966	0	0	0	0
ENST00000614471	0	0	0	0
ENST00000477171	0	1.478	2.732	1.376
ENST00000355460	1855.411	10498.768	3161.26	6357.501
ENST00000461436	94.327	211.587	54.183	163.279
ENST00000495875	85.538	429.854	234.802	455.867
ENST00000493459	117.352	337.034	172.614	423.266
ENST00000324210	5259.834	12158.183	9132.012	13836.864
ENST00000459747	16.301	47.611	37.881	53.961
ENST00000460591	0	11.606	2.515	6.924
ENST00000466565	30.719	76.228	8.822	79.088
ENST00000498502	312.284	2745.181	504.909	1202.028
ENST00000485910	23.269	0	0	0
ENST00000463374	1499.681	381.447	2074.738	896.566
ENST00000465907	0	0	0	0
ENST00000492948	0	0	0	0
ENST00000485509	0	0	0	0
ENST00000464596	3.243	141.727	19.731	33.642
ENST00000460166	0	0	0	0
ENST00000478535	23.162	137.376	13.694	81.023
ENST00000497971	290.877	1129.366	959.674	1457.798
ENST00000282486	0	0	0	0
ENST00000545754	0	494.068	827.093	669.014
ENST00000357472	1318.199	4000.639	2606.298	3107.392
ENST00000324196	101.084	329.13	220.457	736.351
ENST00000282488	185.935	277.663	234.069	341.393
ENST00000631794	0	0	0	0
ENST00000633212	0	0	2	0
ENST00000612449	72.983	23.323	0	75.941
ENST00000631894	0	0	0	0
ENST00000620457	47.418	0	0	16.039
ENST00000632204	0	1.569	0	0.51
ENST00000321331	4830.062	9199.365	9097.002	9443.498
ENST00000418900	67.734	45.126	129.816	135.935
ENST00000470543	42.764	153.063	66.55	123.75
ENST00000430190	0	6.198	1.744	9.338
ENST00000452906	39.919	31.127	38.694	28.463
ENST00000335523	0	0	0	0
ENST00000453773	0	0	0	0
ENST00000439963	0	0	0	0
ENST00000461988	4139.26	3050.673	1094.74	1444.395
ENST00000448410	23.406	17.717	17.61	21.16
ENST00000421059	0	1	0	0
ENST00000471238	20.117	0	0	9.446
ENST00000394893	126.089	79.631	171.949	124.024
ENST00000412521	0	0	0	0
ENST00000414186	446.099	114.675	108.612	113.619
ENST00000432753	0	0	0	0
ENST00000449920	0	0	0	0
ENST00000418341	0	0	1.012	0
ENST00000412064	0	0	0	0
ENST00000454934	0	4.922	0	0
ENST00000447222	6.945	15.751	8.239	0
ENST00000426184	4.508	3.262	0	0
ENST00000439297	0	0	0	0
ENST00000475509	0	4.033	4.011	1.002
ENST00000460892	0	0	0	0
ENST00000439269	0	0	3.886	0
ENST00000496888	6.886	11.244	0	12.512
ENST00000487247	6.512	15.379	18.4	8.46
ENST00000495770	1.334	0	13.584	0
ENST00000493973	0	0	24.947	0
ENST00000622500	0	0	0	0
ENST00000306247	10.316	12.057	20.625	8.737
ENST00000575695	0	0	7.898	0
ENST00000570846	14.963	72.591	47.91	22.239
ENST00000308807	298.246	629.654	487.359	406.616
ENST00000576529	0	0	0	0
ENST00000571303	10.161	4.313	4.232	3.944
ENST00000573267	14.315	33.887	8.975	10.463
ENST00000575686	0	1.365	0	0
ENST00000304880	0	0	0	0
ENST00000619659	0	0	0	0
ENST00000373688	0	0	0	0
ENST00000616791	0	0	0	0
ENST00000579192	13.194	9.691	63.942	23.137
ENST00000380067	116.153	83.403	70.121	42.469
ENST00000581320	6	5	0	2
ENST00000585311	6.32	1.218	0	3.689
ENST00000580340	4.817	4.251	0	0
ENST00000579681	0	0	5.621	1.345
ENST00000577745	158.515	374.437	75.316	179.361
ENST00000449367	126.539	134.418	92.154	136.068
ENST00000482199	0	0	1.338	0
ENST00000474120	208.775	255.155	464.53	337.385
ENST00000442303	1.511	21.734	16.329	20.729
ENST00000463406	0	1.285	0	0
ENST00000223136	4311.947	5773.809	6435.949	5500.309
ENST00000473527	48.034	47.043	71.647	29.31
ENST00000435848	0	0	0	0
ENST00000480497	0	4.453	0	0
ENST00000259357	2	0	0	0
ENST00000537858	0	0	0	0
ENST00000333305	1322	875.009	1501.397	790
ENST00000503143	0	0	0	0
ENST00000398470	0	0	0	0
ENST00000634235	0	0	0	0
ENST00000635603	0	0	0	0
ENST00000634358	0	0	0	0
ENST00000570164	6.085	33.561	5.314	5.012
ENST00000327237	3268.58	6035.077	4693.208	4146.1
ENST00000568491	909.399	789.003	1100.117	803.826
ENST00000567994	0	0	0	0
ENST00000567673	66.748	159.919	92.586	46.09
ENST00000541442	19.671	40.348	18.79	35.598
ENST00000565128	1.262	3.697	3.704	0
ENST00000567578	0	0	0	0
ENST00000564807	0	0	0	0
ENST00000566148	0	6.022	0	0
ENST00000430477	0	0	0	0
ENST00000335302	5	3	4	1
ENST00000486512	0	0	0	0
ENST00000644754	0	0	0	0
ENST00000405322	0	0	0	0
ENST00000409962	0	0	0	0
ENST00000598963	0	0	0	35
ENST00000449528	6.701	0	7.755	0
ENST00000484035	0	0	0	0
ENST00000446224	1.249	0	0	0
ENST00000430760	2.768	0	6.612	1.436
ENST00000456689	0	5.058	0	0
ENST00000380050	3588.299	4849.802	1619.128	1773.027
ENST00000496279	0	0	0	0
ENST00000446790	0	0	0	0
ENST00000265741	407.917	24.904	463.997	0
ENST00000406263	36.279	24.364	54.518	0
ENST00000431029	0	0	0	0
ENST00000478540	0	0	0	0
ENST00000487145	0	0	0	0
ENST00000460493	0	0	0	0
ENST00000436577	0	0	0	0
ENST00000297913	20	10	19	10
ENST00000310232	0	1.231	0	0
ENST00000466031	0	0	0	0
ENST00000472921	0	0	0	0
ENST00000482100	0	0	0	0
ENST00000479576	0	0	3.503	0
ENST00000492806	9.241	8.287	20.976	0
ENST00000435327	0	31.483	0	6
ENST00000382141	1.913	20.3	5.27	7.44
ENST00000314744	0	0	0	0
ENST00000446632	0	0	0	0
ENST00000438560	0	0	0	0
ENST00000256452	0	0	0	0
ENST00000383846	0	0	0	0
ENST00000311981	0	0	0	0
ENST00000430514	0	0	0	0
ENST00000456302	0	0	0	0
ENST00000445701	0	0	0	0
ENST00000427088	0	0	0	0
ENST00000466722	0	0	0	0
ENST00000418488	0	0	0	0
ENST00000340750	21	3	9	1
ENST00000457919	0	0	0	0
ENST00000459876	0	0	0	0
ENST00000641027	0	3	4	1
ENST00000304865	2	0	0	0
ENST00000623530	0	0	0	0
ENST00000329758	0	0	3.5	1.5
ENST00000532501	0	0	0	0
ENST00000612621	0	0	0	0
ENST00000611164	0	0	0	0
ENST00000309623	0	0	0	0
ENST00000373686	0	0	0	0
ENST00000560217	195.959	475.112	174.109	257.154
ENST00000044462	188.435	427.783	204.637	225.282
ENST00000559082	3095.525	3366.805	3390.114	3329.749
ENST00000560033	1.657	1.78	0	10.067
ENST00000559948	12.37	10.621	6.368	6.033
ENST00000413382	650.606	638.939	933.687	692.328
ENST00000559146	591.608	565.818	736.652	667.622
ENST00000558639	0	0	3.078	0
ENST00000559934	32.8	238.917	231.817	203.346
ENST00000558635	9.87	9.206	0	3.501
ENST00000560099	158.515	198.266	163.83	127.402
ENST00000557929	1280.601	2728.399	1348.898	1758.859
ENST00000558281	30.045	62.18	38.138	33.623
ENST00000559365	54.017	122.716	29.738	29.786
ENST00000558341	0	0	5.51	5.737
ENST00000559437	23.194	29.281	16.727	14.635
ENST00000560842	0	2.234	0	4.915
ENST00000560737	0	0	0	0
ENST00000559906	2.027	16.091	14.388	8.733
ENST00000559154	0	2.952	1.51	0
ENST00000558094	14.458	27.24	10.793	38.506
ENST00000304820	0	0	0	0
ENST00000562145	0	0	0	0
ENST00000219368	0	0	0	0
ENST00000567683	0	0	0	0
ENST00000569949	0	0	0	0
ENST00000618933	0	0	0	0
ENST00000567648	0	0	0	0
ENST00000568886	0	0	0	0
ENST00000261776	3919.172	2702.375	1435.901	1522.589
ENST00000571759	345.82	356.293	188.253	213.65
ENST00000568548	10.453	13.701	32.707	6.071
ENST00000536184	1.458	10.12	19.293	3.107
ENST00000564512	0	0	0	0
ENST00000566416	20.637	1.76	12.209	1.474
ENST00000564685	1.682	0	1.501	3.966
ENST00000561879	0	0	0	0
ENST00000563662	5.615	26.759	2.136	7.235
ENST00000566655	0	2.771	0	0
ENST00000647676	27.628	0	26.651	25.209
ENST00000556710	106.882	127.249	62.948	0
ENST00000485079	1.274	0	0	0
ENST00000259466	0	0	0	0
ENST00000381707	30.143	135.382	27.674	13.191
ENST00000381689	0	0	0	0
ENST00000490003	0	0	0	0
ENST00000466007	0	0	0	0
ENST00000426666	0	0	0	0
ENST00000310417	0	0	0	0
ENST00000441594	0	0	0	0
ENST00000480939	0	0	0	0
ENST00000457462	0	0	0	0
ENST00000416756	0	0	0	0
ENST00000455195	0	0	0	0
ENST00000417472	0	0	0	0
ENST00000442469	0	0	0	0
ENST00000497000	0	0	0	0
ENST00000644611	0	0	0	0
ENST00000643284	0	0	0	0
ENST00000272286	0	2	0	0
ENST00000304720	0	0	0	0
ENST00000373684	0	0	0	0
ENST00000471038	0	0	0	0
ENST00000607158	0	0	0	0
ENST00000606505	0	0	0	0
ENST00000605933	0	0	0	0
ENST00000606954	0	0	1.129	0
ENST00000411959	0	2	0	0
ENST00000373680	0	0	0	0
ENST00000368073	2123.994	4102.666	2253.852	2725.732
ENST00000326837	1710.832	2034.685	1593.082	1137.886
ENST00000368074	1865.728	1657.551	2811.732	1471.026
ENST00000477163	0	0	0	1.355
